legacy_id	new_id
DMP1838	P-0002080-T01
DMP1849	P-0001528-T02
DMP1841	P-0002081-T01
DMP1846	P-0002082-T01
DMP1839	P-0002083-T01
DMP1842	P-0002084-T01
DMP1844	P-0002085-T01
DMP1845	P-0002087-T01
DMP1847	P-0002088-T01
DMP1840	P-0002091-T01
DMP1848	P-0002092-T01
DMP1856	P-0002093-T01
DMP1850	P-0002094-T01
DMP1851	P-0002095-T01
DMP1861	P-0001135-T02
DMP1858	P-0002096-T01
DMP1853	P-0002097-T01
DMP1855	P-0002098-T01
DMP1854	P-0002100-T01
DMP1859	P-0002101-T01
DMP1852	P-0002102-T01
DMP1860	P-0002103-T01
DMP1857	P-0002105-T01
DMP1863	P-0002106-T01
DMP1865	P-0002107-T01
DMP1866	P-0002108-T01
DMP1868	P-0002109-T01
DMP1871	P-0002110-T01
DMP1862	P-0002111-T01
DMP1872	P-0002115-T01
DMP1869	P-0002116-T01
DMP1873	P-0002117-T01
DMP1864	P-0002118-T01
DMP1870	P-0002119-T01
DMP1867	P-0002120-T01
DMP2011	P-0002121-T01
DMP2006	P-0002122-T01
DMP2012	P-0002123-T01
DMP2003	P-0002124-T01
DMP2005	P-0002125-T01
DMP2008	P-0002126-T01
DMP2009	P-0002127-T01
DMP2010	P-0002128-T01
DMP2001	P-0002129-T01
DMP2004	P-0002132-T01
DMP2013	P-0002133-T01
DMP2002	P-0002134-T01
DMP2007	P-0002135-T01
DMP2018	P-0002136-T01
DMP2016	P-0002138-T01
DMP2024	P-0002139-T01
DMP2021	P-0002140-T01
DMP2027	P-0002141-T01
DMP2019	P-0002142-T01
DMP2015	P-0002143-T01
DMP2026	P-0002144-T01
DMP2017	P-0002145-T01
DMP2020	P-0002146-T01
DMP2028	P-0002148-T01
DMP2022	P-0002149-T01
DMP2025	P-0002150-T01
DMP2039	P-0002151-T01
DMP2040	P-0002152-T01
DMP2036	P-0002153-T01
DMP2032	P-0002154-T01
DMP2029	P-0002155-T01
DMP2037	P-0002156-T01
DMP2033	P-0002157-T01
DMP2035	P-0002159-T01
DMP2034	P-0002160-T01
DMP2031	P-0002161-T01
DMP2041	P-0002162-T01
DMP2038	P-0002163-T01
DMP2030	P-0002164-T01
DMP2046	P-0002166-T01
DMP2047	P-0002167-T01
DMP2044	P-0002168-T01
DMP2054	P-0002169-T01
DMP2045	P-0002170-T01
DMP2042	P-0002171-T01
DMP2049	P-0002172-T01
DMP2053	P-0002174-T01
DMP2050	P-0002176-T01
DMP2048	P-0002177-T01
DMP2043	P-0002178-T01
DMP2051	P-0002179-T01
DMP2067	P-0002181-T01
DMP2068	P-0000797-T02
DMP2055	P-0002182-T01
DMP2066	P-0002183-T01
DMP2062	P-0002184-T01
DMP2061	P-0002185-T01
DMP2065	P-0002186-T01
DMP2060	P-0002187-T01
DMP2056	P-0002188-T01
DMP2059	P-0002189-T01
DMP2058	P-0002190-T01
DMP2063	P-0002191-T01
DMP2069	P-0002148-T01
DMP2064	P-0002192-T01
DMP2057	P-0002193-T01
DMP2078	P-0002194-T01
DMP2077	P-0002195-T01
DMP2071	P-0002196-T01
DMP2082	P-0002197-T01
DMP2076	P-0002198-T01
DMP2074	P-0002199-T01
DMP2083	P-0002200-T01
DMP2073	P-0002202-T01
DMP2072	P-0002203-T01
DMP2081	P-0002204-T01
DMP2079	P-0002205-T01
DMP2070	P-0002206-T01
DMP2080	P-0002207-T01
DMP2075	P-0002208-T01
DMP2095	P-0002209-T01
DMP2085	P-0002210-T01
DMP2094	P-0002211-T01
DMP2090	P-0002212-T01
DMP2092	P-0002213-T01
DMP2097	P-0002214-T01
DMP2084	P-0002215-T01
DMP2087	P-0002216-T01
DMP2089	P-0002218-T01
DMP2093	P-0002219-T01
DMP2086	P-0002220-T01
DMP2088	P-0002221-T01
DMP2091	P-0002222-T01
DMP2096	P-0002223-T01
DMP2161	P-0002224-T01
DMP2162	P-0002225-T01
DMP2155	P-0002226-T01
DMP2153	P-0002227-T01
DMP2154	P-0002228-T01
DMP2158	P-0002229-T01
DMP2166	P-0000377-T03
DMP2164	P-0002230-T01
DMP2156	P-0002231-T01
DMP2160	P-0002232-T01
DMP2159	P-0002233-T01
DMP2152	P-0002234-T01
DMP2165	P-0002134-T02
DMP2163	P-0002235-T01
DMP2157	P-0002236-T01
DMP1986	P-0002237-T01
DMP2000	P-0000281-T02
DMP1996	P-0002238-T01
DMP1997	P-0002239-T01
DMP1995	P-0002240-T01
DMP1992	P-0002242-T01
DMP1998	P-0002243-T01
DMP1988	P-0002244-T01
DMP1991	P-0002245-T01
DMP1999	P-0002242-T02
DMP1994	P-0002247-T01
DMP1989	P-0002248-T01
DMP1993	P-0002249-T01
DMP1987	P-0002250-T01
DMP1985	P-0002251-T01
DMP2176	P-0002252-T01
DMP2177	P-0002253-T01
DMP2167	P-0002254-T01
DMP2171	P-0002255-T01
DMP2175	P-0002257-T01
DMP2178	P-0001961-T01
DMP2170	P-0002258-T01
DMP2172	P-0002259-T01
DMP2169	P-0002260-T01
DMP2168	P-0002262-T01
DMP2174	P-0002263-T01
DMP2173	P-0002264-T01
DMP2184	P-0002265-T01
DMP2185	P-0002266-T01
DMP2181	P-0002267-T01
DMP2188	P-0002268-T01
DMP2179	P-0002269-T01
DMP2191	P-0002270-T01
DMP2192	P-0001785-T02
DMP2180	P-0002272-T01
DMP2190	P-0002273-T01
DMP2186	P-0002274-T01
DMP2182	P-0002275-T01
DMP2187	P-0002276-T01
DMP2189	P-0002277-T01
DMP2183	P-0002278-T01
DMP2203	P-0002279-T01
DMP2199	P-0002280-T01
DMP2201	P-0002281-T01
DMP2206	P-0001436-T02
DMP2198	P-0002283-T01
DMP2193	P-0002284-T01
DMP2194	P-0002285-T01
DMP2205	P-0002234-T02
DMP2200	P-0002286-T01
DMP2197	P-0002287-T01
DMP2202	P-0002288-T01
DMP2204	P-0002289-T01
DMP2195	P-0002290-T01
DMP2196	P-0002291-T01
DMP2218	P-0002292-T01
DMP2219	P-0002293-T01
DMP2216	P-0002294-T01
DMP2213	P-0002295-T01
DMP2211	P-0002296-T01
DMP2207	P-0002297-T01
DMP2214	P-0002298-T01
DMP2215	P-0002299-T01
DMP2217	P-0002301-T01
DMP2212	P-0002302-T01
DMP2210	P-0002303-T01
DMP2209	P-0002304-T01
DMP2208	P-0002305-T01
DMP2267	P-0002306-T01
DMP2272	P-0002307-T01
DMP2274	P-0002308-T01
DMP2266	P-0002309-T01
DMP2276	P-0002311-T01
DMP2268	P-0002312-T01
DMP2271	P-0002313-T01
DMP2264	P-0002314-T01
DMP2265	P-0002315-T01
DMP2277	P-0002316-T01
DMP2270	P-0002317-T01
DMP2269	P-0002318-T01
DMP2275	P-0002319-T01
DMP2290	P-0002320-T01
DMP2283	P-0002321-T01
DMP2289	P-0002322-T01
DMP2288	P-0002323-T01
DMP2287	P-0002324-T01
DMP2282	P-0002325-T01
DMP2280	P-0002326-T01
DMP2281	P-0002327-T01
DMP2284	P-0002328-T01
DMP2286	P-0002329-T01
DMP2291	P-0002330-T01
DMP2285	P-0002331-T01
DMP2278	P-0002332-T01
DMP2279	P-0002333-T01
DMP2294	P-0002334-T01
DMP2304	P-0002335-T01
DMP2298	P-0002336-T01
DMP2296	P-0002337-T01
DMP2295	P-0002338-T01
DMP2301	P-0002339-T01
DMP2292	P-0002340-T01
DMP2303	P-0002341-T01
DMP2300	P-0002342-T01
DMP2302	P-0002343-T01
DMP2299	P-0002344-T01
DMP2293	P-0002345-T01
DMP2297	P-0002348-T01
DMP2311	P-0002351-T01
DMP2313	P-0002353-T01
DMP2306	P-0002354-T01
DMP2310	P-0002356-T01
DMP2312	P-0002357-T01
DMP2314	P-0002358-T01
DMP2307	P-0002359-T01
DMP2315	P-0002273-T02
DMP2308	P-0002360-T01
DMP2316	P-0002137-T01
DMP2309	P-0002361-T01
DMP2305	P-0002362-T01
DMP2101	P-0002363-T01
DMP2107	P-0002364-T01
DMP2099	P-0002366-T01
DMP2109	P-0001993-T01
DMP2105	P-0002367-T01
DMP2102	P-0002369-T01
DMP2100	P-0002370-T01
DMP2108	P-0002373-T01
DMP2098	P-0002374-T01
DMP2103	P-0002375-T01
DMP2106	P-0002376-T01
DMP2118	P-0002377-T01
DMP2111	P-0002378-T01
DMP2122	P-0002379-T01
DMP2116	P-0002380-T01
DMP2117	P-0002381-T01
DMP2121	P-0002382-T01
DMP2112	P-0002383-T01
DMP2110	P-0002384-T01
DMP2123	P-0002385-T01
DMP2115	P-0002386-T01
DMP2120	P-0002387-T01
DMP2119	P-0002388-T01
DMP2114	P-0002390-T01
DMP2113	P-0002391-T01
DMP2135	P-0002149-T02
DMP2127	P-0002392-T01
DMP2124	P-0002393-T01
DMP2128	P-0002394-T01
DMP2132	P-0002395-T01
DMP2131	P-0002396-T01
DMP2126	P-0002397-T01
DMP2137	P-0001062-T02
DMP2125	P-0002398-T01
DMP2133	P-0002399-T01
DMP2136	P-0001104-T05
DMP2130	P-0002400-T01
DMP2134	P-0002054-T02
DMP2129	P-0002401-T01
DMP2138	P-0002040-T01
DMP2223	P-0002402-T01
DMP2227	P-0002403-T01
DMP2225	P-0002404-T01
DMP2230	P-0002405-T01
DMP2224	P-0002406-T01
DMP2228	P-0002407-T01
DMP2231	P-0002408-T01
DMP2222	P-0002409-T01
DMP2221	P-0002410-T01
DMP2233	P-0002016-T01
DMP2229	P-0002411-T01
DMP2232	P-0002412-T01
DMP2220	P-0002413-T01
DMP2226	P-0002414-T01
DMP2247	P-0002415-T01
DMP2236	P-0002416-T01
DMP2240	P-0002417-T01
DMP2245	P-0002418-T01
DMP2238	P-0002419-T01
DMP2235	P-0002420-T01
DMP2244	P-0002421-T01
DMP2237	P-0002422-T01
DMP2234	P-0002423-T01
DMP2239	P-0002424-T01
DMP2241	P-0002425-T01
DMP2243	P-0002426-T01
DMP2246	P-0002427-T01
DMP2242	P-0002428-T01
DMP2248	P-0002217-T02
DMP2252	P-0002429-T01
DMP2251	P-0002430-T01
DMP2260	P-0002431-T01
DMP2249	P-0002432-T01
DMP2261	P-0002433-T01
DMP2254	P-0002434-T01
DMP2263	P-0002435-T01
DMP2253	P-0002436-T01
DMP2255	P-0002437-T01
DMP2257	P-0002438-T01
DMP2258	P-0002439-T01
DMP2256	P-0002440-T01
DMP2259	P-0002441-T01
DMP2250	P-0002442-T01
DMP2262	P-0002443-T01
