mature	precursor	alias
hsa-mir-4253	hsa-miR-4253	mir-4253/4253
hsa-mir-4254	hsa-miR-4254	mir-4254/4254
hsa-mir-4255	hsa-miR-4255	mir-4255/4255
hsa-mir-4256	hsa-miR-4256	mir-4256/4256
hsa-mir-4257	hsa-miR-4257	mir-4257/4257
hsa-mir-4258	hsa-miR-4258	mir-4258/4258
hsa-mir-4259	hsa-miR-4259	mir-4259/4259
hsa-mir-4260	hsa-miR-4260	mir-4260/4260
hsa-mir-4261	hsa-miR-4261	mir-4261/4261
hsa-mir-4262	hsa-miR-4262	mir-4262/4262
hsa-mir-4263	hsa-miR-4263	mir-4263/4263
hsa-mir-4264	hsa-miR-4264	mir-4264/4264
hsa-mir-4265	hsa-miR-4265	mir-4265/4265
hsa-mir-4266	hsa-miR-4266	mir-4266/4266
hsa-mir-4267	hsa-miR-4267	mir-4267/4267
hsa-mir-4268	hsa-miR-4268	mir-4268/4268
hsa-mir-4269	hsa-miR-4269	mir-4269/4269
hsa-mir-4270	hsa-miR-4270	mir-4270/4270
hsa-mir-4271	hsa-miR-4271	mir-4271/4271
hsa-mir-4272	hsa-miR-4272	mir-4272/4272
hsa-mir-4273	hsa-miR-4273	mir-4273/4273
hsa-mir-4274	hsa-miR-4274	mir-4274/4274
hsa-mir-4275	hsa-miR-4275	mir-4275/4275
hsa-mir-4276	hsa-miR-4276	mir-4276/4276
hsa-mir-4277	hsa-miR-4277	mir-4277/4277
hsa-mir-4278	hsa-miR-4278	mir-4278/4278
hsa-mir-4279	hsa-miR-4279	mir-4279/4279
hsa-mir-4280	hsa-miR-4280	mir-4280/4280
hsa-mir-4281	hsa-miR-4281	mir-4281/4281
hsa-mir-4282	hsa-miR-4282	mir-4282/4282
hsa-mir-4283-1	hsa-miR-4283	mir-4283-1/4283
hsa-mir-4283-2	hsa-miR-4283	mir-4283-2/4283
hsa-mir-4284	hsa-miR-4284	mir-4284/4284
hsa-mir-4285	hsa-miR-4285	mir-4285/4285
hsa-mir-4286	hsa-miR-4286	mir-4286/4286
hsa-mir-4287	hsa-miR-4287	mir-4287/4287
hsa-mir-4288	hsa-miR-4288	mir-4288/4288
hsa-mir-4289	hsa-miR-4289	mir-4289/4289
hsa-mir-429	hsa-miR-429	mir-429/429
hsa-mir-4290	hsa-miR-4290	mir-4290/4290
hsa-mir-4291	hsa-miR-4291	mir-4291/4291
hsa-mir-4292	hsa-miR-4292	mir-4292/4292
hsa-mir-4293	hsa-miR-4293	mir-4293/4293
hsa-mir-4294	hsa-miR-4294	mir-4294/4294
hsa-mir-4295	hsa-miR-4295	mir-4295/4295
hsa-mir-4296	hsa-miR-4296	mir-4296/4296
hsa-mir-4297	hsa-miR-4297	mir-4297/4297
hsa-mir-4298	hsa-miR-4298	mir-4298/4298
hsa-mir-4299	hsa-miR-4299	mir-4299/4299
hsa-mir-4300	hsa-miR-4300	mir-4300/4300
hsa-mir-4301	hsa-miR-4301	mir-4301/4301
hsa-mir-4302	hsa-miR-4302	mir-4302/4302
hsa-mir-4303	hsa-miR-4303	mir-4303/4303
hsa-mir-4304	hsa-miR-4304	mir-4304/4304
hsa-mir-4305	hsa-miR-4305	mir-4305/4305
hsa-mir-4306	hsa-miR-4306	mir-4306/4306
hsa-mir-4307	hsa-miR-4307	mir-4307/4307
hsa-mir-4308	hsa-miR-4308	mir-4308/4308
hsa-mir-4309	hsa-miR-4309	mir-4309/4309
hsa-mir-431	hsa-miR-431	mir-431/431
hsa-mir-431	hsa-miR-431*	mir-431/431*
hsa-mir-4310	hsa-miR-4310	mir-4310/4310
hsa-mir-4311	hsa-miR-4311	mir-4311/4311
hsa-mir-4312	hsa-miR-4312	mir-4312/4312
hsa-mir-4313	hsa-miR-4313	mir-4313/4313
hsa-mir-4314	hsa-miR-4314	mir-4314/4314
hsa-mir-4315-1	hsa-miR-4315	mir-4315-1/4315
hsa-mir-4315-2	hsa-miR-4315	mir-4315-2/4315
hsa-mir-4316	hsa-miR-4316	mir-4316/4316
hsa-mir-4317	hsa-miR-4317	mir-4317/4317
hsa-mir-4318	hsa-miR-4318	mir-4318/4318
hsa-mir-4319	hsa-miR-4319	mir-4319/4319
hsa-mir-432	hsa-miR-432	mir-432/432
hsa-mir-432	hsa-miR-432*	mir-432/432*
hsa-mir-4320	hsa-miR-4320	mir-4320/4320
hsa-mir-4321	hsa-miR-4321	mir-4321/4321
hsa-mir-4322	hsa-miR-4322	mir-4322/4322
hsa-mir-4323	hsa-miR-4323	mir-4323/4323
hsa-mir-4324	hsa-miR-4324	mir-4324/4324
hsa-mir-4325	hsa-miR-4325	mir-4325/4325
hsa-mir-4326	hsa-miR-4326	mir-4326/4326
hsa-mir-4327	hsa-miR-4327	mir-4327/4327
hsa-mir-4328	hsa-miR-4328	mir-4328/4328
hsa-mir-4329	hsa-miR-4329	mir-4329/4329
hsa-mir-433	hsa-miR-433	mir-433/433
hsa-mir-4330	hsa-miR-4330	mir-4330/4330
hsa-mir-4417	hsa-miR-4417	mir-4417/4417
hsa-mir-4418	hsa-miR-4418	mir-4418/4418
hsa-mir-4419a	hsa-miR-4419a	mir-4419a/4419a
hsa-mir-4419b	hsa-miR-4419b	mir-4419b/4419b
hsa-mir-4420	hsa-miR-4420	mir-4420/4420
hsa-mir-4421	hsa-miR-4421	mir-4421/4421
hsa-mir-4422	hsa-miR-4422	mir-4422/4422
hsa-mir-4423	hsa-miR-4423-5p	mir-4423/5p
hsa-mir-4423	hsa-miR-4423-3p	mir-4423/3p
hsa-mir-4424	hsa-miR-4424	mir-4424/4424
hsa-mir-4425	hsa-miR-4425	mir-4425/4425
hsa-mir-4426	hsa-miR-4426	mir-4426/4426
hsa-mir-4427	hsa-miR-4427	mir-4427/4427
hsa-mir-4428	hsa-miR-4428	mir-4428/4428
hsa-mir-4429	hsa-miR-4429	mir-4429/4429
hsa-mir-4430	hsa-miR-4430	mir-4430/4430
hsa-mir-4431	hsa-miR-4431	mir-4431/4431
hsa-mir-4432	hsa-miR-4432	mir-4432/4432
hsa-mir-4433	hsa-miR-4433	mir-4433/4433
hsa-mir-4434	hsa-miR-4434	mir-4434/4434
hsa-mir-4435-1	hsa-miR-4435	mir-4435-1/4435
hsa-mir-4435-2	hsa-miR-4435	mir-4435-2/4435
hsa-mir-4436a	hsa-miR-4436a	mir-4436a/4436a
hsa-mir-4436b	hsa-miR-4436b-5p	mir-4436b/5p
hsa-mir-4436b	hsa-miR-4436b-3p	mir-4436b/3p
hsa-mir-4437	hsa-miR-4437	mir-4437/4437
hsa-mir-4438	hsa-miR-4438	mir-4438/4438
hsa-mir-4439	hsa-miR-4439	mir-4439/4439
hsa-mir-4440	hsa-miR-4440	mir-4440/4440
hsa-mir-4441	hsa-miR-4441	mir-4441/4441
hsa-mir-4442	hsa-miR-4442	mir-4442/4442
hsa-mir-4443	hsa-miR-4443	mir-4443/4443
hsa-mir-4444	hsa-miR-4444	mir-4444/4444
hsa-mir-4445	hsa-miR-4445	mir-4445/4445
hsa-mir-4445	hsa-miR-4445*	mir-4445/4445*
hsa-mir-4446	hsa-miR-4446-5p	mir-4446/5p
hsa-mir-4446	hsa-miR-4446-3p	mir-4446/3p
hsa-mir-4447	hsa-miR-4447	mir-4447/4447
hsa-mir-4448	hsa-miR-4448	mir-4448/4448
hsa-mir-4449	hsa-miR-4449	mir-4449/4449
hsa-mir-4450	hsa-miR-4450	mir-4450/4450
hsa-mir-4451	hsa-miR-4451	mir-4451/4451
hsa-mir-4452	hsa-miR-4452	mir-4452/4452
hsa-mir-4453	hsa-miR-4453	mir-4453/4453
hsa-mir-4454	hsa-miR-4454	mir-4454/4454
hsa-mir-4455	hsa-miR-4455	mir-4455/4455
hsa-mir-4456	hsa-miR-4456	mir-4456/4456
hsa-mir-4457	hsa-miR-4457	mir-4457/4457
hsa-mir-4458	hsa-miR-4458	mir-4458/4458
hsa-mir-4459	hsa-miR-4459	mir-4459/4459
hsa-mir-4460	hsa-miR-4460	mir-4460/4460
hsa-mir-4461	hsa-miR-4461	mir-4461/4461
hsa-mir-4462	hsa-miR-4462	mir-4462/4462
hsa-mir-4463	hsa-miR-4463	mir-4463/4463
hsa-mir-4464	hsa-miR-4464	mir-4464/4464
hsa-mir-4465	hsa-miR-4465	mir-4465/4465
hsa-mir-4466	hsa-miR-4466	mir-4466/4466
hsa-mir-4467	hsa-miR-4467	mir-4467/4467
hsa-mir-4468	hsa-miR-4468	mir-4468/4468
hsa-mir-4469	hsa-miR-4469	mir-4469/4469
hsa-mir-4470	hsa-miR-4470	mir-4470/4470
hsa-mir-4471	hsa-miR-4471	mir-4471/4471
hsa-mir-4472-1	hsa-miR-4472	mir-4472-1/4472
hsa-mir-4472-2	hsa-miR-4472	mir-4472-2/4472
hsa-mir-4473	hsa-miR-4473	mir-4473/4473
hsa-mir-4474	hsa-miR-4474-5p	mir-4474/5p
hsa-mir-4474	hsa-miR-4474-3p	mir-4474/3p
hsa-mir-4475	hsa-miR-4475	mir-4475/4475
hsa-mir-4476	hsa-miR-4476	mir-4476/4476
hsa-mir-4477a	hsa-miR-4477a	mir-4477a/4477a
hsa-mir-4477b	hsa-miR-4477b	mir-4477b/4477b
hsa-mir-4478	hsa-miR-4478	mir-4478/4478
hsa-mir-4479	hsa-miR-4479	mir-4479/4479
hsa-mir-448	hsa-miR-448	mir-448/448
hsa-mir-4480	hsa-miR-4480	mir-4480/4480
hsa-mir-4481	hsa-miR-4481	mir-4481/4481
hsa-mir-4482	hsa-miR-4482	mir-4482/4482
hsa-mir-4483	hsa-miR-4483	mir-4483/4483
hsa-mir-4484	hsa-miR-4484	mir-4484/4484
hsa-mir-4485	hsa-miR-4485	mir-4485/4485
hsa-mir-4486	hsa-miR-4486	mir-4486/4486
hsa-mir-4487	hsa-miR-4487	mir-4487/4487
hsa-mir-4488	hsa-miR-4488	mir-4488/4488
hsa-mir-4489	hsa-miR-4489	mir-4489/4489
hsa-mir-4490	hsa-miR-4490	mir-4490/4490
hsa-mir-4491	hsa-miR-4491	mir-4491/4491
hsa-mir-4492	hsa-miR-4492	mir-4492/4492
hsa-mir-4493	hsa-miR-4493	mir-4493/4493
hsa-mir-4494	hsa-miR-4494	mir-4494/4494
hsa-mir-4495	hsa-miR-4495	mir-4495/4495
hsa-mir-4496	hsa-miR-4496	mir-4496/4496
hsa-mir-4497	hsa-miR-4497	mir-4497/4497
hsa-mir-4498	hsa-miR-4498	mir-4498/4498
hsa-mir-4499	hsa-miR-4499	mir-4499/4499
hsa-mir-449a	hsa-miR-449a	mir-449a/449a
hsa-mir-449b	hsa-miR-449b	mir-449b/449b
hsa-mir-449b	hsa-miR-449b*	mir-449b/449b*
hsa-mir-449c	hsa-miR-449c	mir-449c/449c
hsa-mir-449c	hsa-miR-449c*	mir-449c/449c*
hsa-mir-4500	hsa-miR-4500	mir-4500/4500
hsa-mir-4501	hsa-miR-4501	mir-4501/4501
hsa-mir-4502	hsa-miR-4502	mir-4502/4502
hsa-mir-4503	hsa-miR-4503	mir-4503/4503
hsa-mir-4504	hsa-miR-4504	mir-4504/4504
hsa-mir-4505	hsa-miR-4505	mir-4505/4505
hsa-mir-4506	hsa-miR-4506	mir-4506/4506
hsa-mir-4507	hsa-miR-4507	mir-4507/4507
hsa-mir-4508	hsa-miR-4508	mir-4508/4508
hsa-mir-4509-1	hsa-miR-4509	mir-4509-1/4509
hsa-mir-4509-2	hsa-miR-4509	mir-4509-2/4509
hsa-mir-4509-3	hsa-miR-4509	mir-4509-3/4509
hsa-mir-450a-1	hsa-miR-450a	mir-450a-1/450a
hsa-mir-450a-2	hsa-miR-450a	mir-450a-2/450a
hsa-mir-450b	hsa-miR-450b-5p	mir-450b/5p
hsa-mir-450b	hsa-miR-450b-3p	mir-450b/3p
hsa-mir-451	hsa-miR-451	mir-451/451
hsa-mir-4510	hsa-miR-4510	mir-4510/4510
hsa-mir-4511	hsa-miR-4511	mir-4511/4511
hsa-mir-4512	hsa-miR-4512	mir-4512/4512
hsa-mir-4513	hsa-miR-4513	mir-4513/4513
hsa-mir-4514	hsa-miR-4514	mir-4514/4514
hsa-mir-4515	hsa-miR-4515	mir-4515/4515
hsa-mir-4516	hsa-miR-4516	mir-4516/4516
hsa-mir-4517	hsa-miR-4517	mir-4517/4517
hsa-mir-4518	hsa-miR-4518	mir-4518/4518
hsa-mir-4519	hsa-miR-4519	mir-4519/4519
hsa-mir-451b	hsa-miR-451b	mir-451b/451b
hsa-mir-452	hsa-miR-452	mir-452/452
hsa-mir-452	hsa-miR-452*	mir-452/452*
hsa-mir-4520a	hsa-miR-4520a-5p	mir-4520a/5p
hsa-mir-4520a	hsa-miR-4520a-3p	mir-4520a/3p
hsa-mir-4520b	hsa-miR-4520b-5p	mir-4520b/5p
hsa-mir-4520b	hsa-miR-4520b-3p	mir-4520b/3p
hsa-mir-4521	hsa-miR-4521	mir-4521/4521
hsa-mir-4522	hsa-miR-4522	mir-4522/4522
hsa-mir-4523	hsa-miR-4523	mir-4523/4523
hsa-mir-4524	hsa-miR-4524	mir-4524/4524
hsa-mir-4524	hsa-miR-4524*	mir-4524/4524*
hsa-mir-4525	hsa-miR-4525	mir-4525/4525
hsa-mir-4526	hsa-miR-4526	mir-4526/4526
hsa-mir-4527	hsa-miR-4527	mir-4527/4527
hsa-mir-4528	hsa-miR-4528	mir-4528/4528
hsa-mir-4529	hsa-miR-4529-5p	mir-4529/5p
hsa-mir-4529	hsa-miR-4529-3p	mir-4529/3p
hsa-mir-4530	hsa-miR-4530	mir-4530/4530
hsa-mir-4531	hsa-miR-4531	mir-4531/4531
hsa-mir-4532	hsa-miR-4532	mir-4532/4532
hsa-mir-4533	hsa-miR-4533	mir-4533/4533
hsa-mir-4534	hsa-miR-4534	mir-4534/4534
hsa-mir-4535	hsa-miR-4535	mir-4535/4535
hsa-mir-4536	hsa-miR-4536	mir-4536/4536
hsa-mir-4537	hsa-miR-4537	mir-4537/4537
hsa-mir-4538	hsa-miR-4538	mir-4538/4538
hsa-mir-4539	hsa-miR-4539	mir-4539/4539
hsa-mir-454	hsa-miR-454*	mir-454/454*
hsa-mir-454	hsa-miR-454	mir-454/454
hsa-mir-4540	hsa-miR-4540	mir-4540/4540
hsa-mir-455	hsa-miR-455-5p	mir-455/5p
hsa-mir-455	hsa-miR-455-3p	mir-455/3p
hsa-mir-4632	hsa-miR-4632	mir-4632/4632
hsa-mir-4633	hsa-miR-4633-5p	mir-4633/5p
hsa-mir-4633	hsa-miR-4633-3p	mir-4633/3p
hsa-mir-4634	hsa-miR-4634	mir-4634/4634
hsa-mir-4635	hsa-miR-4635	mir-4635/4635
hsa-mir-4636	hsa-miR-4636	mir-4636/4636
hsa-mir-4637	hsa-miR-4637	mir-4637/4637
hsa-mir-4638	hsa-miR-4638-5p	mir-4638/5p
hsa-mir-4638	hsa-miR-4638-3p	mir-4638/3p
hsa-mir-4639	hsa-miR-4639-5p	mir-4639/5p
hsa-mir-4639	hsa-miR-4639-3p	mir-4639/3p
hsa-mir-4640	hsa-miR-4640-5p	mir-4640/5p
hsa-mir-4640	hsa-miR-4640-3p	mir-4640/3p
hsa-mir-4641	hsa-miR-4641	mir-4641/4641
hsa-mir-4642	hsa-miR-4642	mir-4642/4642
hsa-mir-4643	hsa-miR-4643	mir-4643/4643
hsa-mir-4644	hsa-miR-4644	mir-4644/4644
hsa-mir-4645	hsa-miR-4645-5p	mir-4645/5p
hsa-mir-4645	hsa-miR-4645-3p	mir-4645/3p
hsa-mir-4646	hsa-miR-4646-5p	mir-4646/5p
hsa-mir-4646	hsa-miR-4646-3p	mir-4646/3p
hsa-mir-4647	hsa-miR-4647	mir-4647/4647
hsa-mir-4648	hsa-miR-4648	mir-4648/4648
hsa-mir-4649	hsa-miR-4649-5p	mir-4649/5p
hsa-mir-4649	hsa-miR-4649-3p	mir-4649/3p
hsa-mir-4650-1	hsa-miR-4650-5p	mir-4650-1/5p
hsa-mir-4650-1	hsa-miR-4650-3p	mir-4650-1/3p
hsa-mir-4650-2	hsa-miR-4650-5p	mir-4650-2/5p
hsa-mir-4650-2	hsa-miR-4650-3p	mir-4650-2/3p
hsa-mir-4651	hsa-miR-4651	mir-4651/4651
hsa-mir-4652	hsa-miR-4652-5p	mir-4652/5p
hsa-mir-4652	hsa-miR-4652-3p	mir-4652/3p
hsa-mir-4653	hsa-miR-4653-5p	mir-4653/5p
hsa-mir-4653	hsa-miR-4653-3p	mir-4653/3p
hsa-mir-4654	hsa-miR-4654	mir-4654/4654
hsa-mir-4655	hsa-miR-4655-5p	mir-4655/5p
hsa-mir-4655	hsa-miR-4655-3p	mir-4655/3p
hsa-mir-4656	hsa-miR-4656	mir-4656/4656
hsa-mir-4657	hsa-miR-4657	mir-4657/4657
hsa-mir-4658	hsa-miR-4658	mir-4658/4658
hsa-mir-4659a	hsa-miR-4659a-5p	mir-4659a/5p
hsa-mir-4659a	hsa-miR-4659a-3p	mir-4659a/3p
hsa-mir-4659b	hsa-miR-4659b-5p	mir-4659b/5p
hsa-mir-4659b	hsa-miR-4659b-3p	mir-4659b/3p
hsa-mir-466	hsa-miR-466	mir-466/466
hsa-mir-4660	hsa-miR-4660	mir-4660/4660
hsa-mir-4661	hsa-miR-4661-5p	mir-4661/5p
hsa-mir-4661	hsa-miR-4661-3p	mir-4661/3p
hsa-mir-4662a	hsa-miR-4662a-5p	mir-4662a/5p
hsa-mir-4662a	hsa-miR-4662a-3p	mir-4662a/3p
hsa-mir-4662b	hsa-miR-4662b	mir-4662b/4662b
hsa-mir-4663	hsa-miR-4663	mir-4663/4663
hsa-mir-4664	hsa-miR-4664-5p	mir-4664/5p
hsa-mir-4664	hsa-miR-4664-3p	mir-4664/3p
hsa-mir-4665	hsa-miR-4665-5p	mir-4665/5p
hsa-mir-4665	hsa-miR-4665-3p	mir-4665/3p
hsa-mir-4666	hsa-miR-4666-5p	mir-4666/5p
hsa-mir-4666	hsa-miR-4666-3p	mir-4666/3p
hsa-mir-4667	hsa-miR-4667-5p	mir-4667/5p
hsa-mir-4667	hsa-miR-4667-3p	mir-4667/3p
hsa-mir-4668	hsa-miR-4668-5p	mir-4668/5p
hsa-mir-4668	hsa-miR-4668-3p	mir-4668/3p
hsa-mir-4669	hsa-miR-4669	mir-4669/4669
hsa-mir-4670	hsa-miR-4670-5p	mir-4670/5p
hsa-mir-4670	hsa-miR-4670-3p	mir-4670/3p
hsa-mir-4671	hsa-miR-4671-5p	mir-4671/5p
hsa-mir-4671	hsa-miR-4671-3p	mir-4671/3p
hsa-mir-4672	hsa-miR-4672	mir-4672/4672
hsa-mir-4673	hsa-miR-4673	mir-4673/4673
hsa-mir-4674	hsa-miR-4674	mir-4674/4674
hsa-mir-4675	hsa-miR-4675	mir-4675/4675
hsa-mir-4676	hsa-miR-4676-5p	mir-4676/5p
hsa-mir-4676	hsa-miR-4676-3p	mir-4676/3p
hsa-mir-4677	hsa-miR-4677-5p	mir-4677/5p
hsa-mir-4677	hsa-miR-4677-3p	mir-4677/3p
hsa-mir-4678	hsa-miR-4678	mir-4678/4678
hsa-mir-4679-1	hsa-miR-4679	mir-4679-1/4679
hsa-mir-4679-2	hsa-miR-4679	mir-4679-2/4679
hsa-mir-4680	hsa-miR-4680-5p	mir-4680/5p
hsa-mir-4680	hsa-miR-4680-3p	mir-4680/3p
hsa-mir-4681	hsa-miR-4681	mir-4681/4681
hsa-mir-4682	hsa-miR-4682	mir-4682/4682
hsa-mir-4683	hsa-miR-4683	mir-4683/4683
hsa-mir-4684	hsa-miR-4684-5p	mir-4684/5p
hsa-mir-4684	hsa-miR-4684-3p	mir-4684/3p
hsa-mir-4685	hsa-miR-4685-5p	mir-4685/5p
hsa-mir-4685	hsa-miR-4685-3p	mir-4685/3p
hsa-mir-4686	hsa-miR-4686	mir-4686/4686
hsa-mir-4687	hsa-miR-4687-5p	mir-4687/5p
hsa-mir-4687	hsa-miR-4687-3p	mir-4687/3p
hsa-mir-4688	hsa-miR-4688	mir-4688/4688
hsa-mir-4689	hsa-miR-4689	mir-4689/4689
hsa-mir-4690	hsa-miR-4690-5p	mir-4690/5p
hsa-mir-4690	hsa-miR-4690-3p	mir-4690/3p
hsa-mir-4691	hsa-miR-4691-5p	mir-4691/5p
hsa-mir-4691	hsa-miR-4691-3p	mir-4691/3p
hsa-mir-4692	hsa-miR-4692	mir-4692/4692
hsa-mir-4693	hsa-miR-4693-5p	mir-4693/5p
hsa-mir-4693	hsa-miR-4693-3p	mir-4693/3p
hsa-mir-4694	hsa-miR-4694-5p	mir-4694/5p
hsa-mir-4694	hsa-miR-4694-3p	mir-4694/3p
hsa-mir-4695	hsa-miR-4695-5p	mir-4695/5p
hsa-mir-4695	hsa-miR-4695-3p	mir-4695/3p
hsa-mir-4696	hsa-miR-4696	mir-4696/4696
hsa-mir-4697	hsa-miR-4697-5p	mir-4697/5p
hsa-mir-4697	hsa-miR-4697-3p	mir-4697/3p
hsa-mir-4698	hsa-miR-4698	mir-4698/4698
hsa-mir-4699	hsa-miR-4699-5p	mir-4699/5p
hsa-mir-4699	hsa-miR-4699-3p	mir-4699/3p
hsa-mir-4700	hsa-miR-4700-5p	mir-4700/5p
hsa-mir-4700	hsa-miR-4700-3p	mir-4700/3p
hsa-mir-4701	hsa-miR-4701-5p	mir-4701/5p
hsa-mir-4701	hsa-miR-4701-3p	mir-4701/3p
hsa-mir-4703	hsa-miR-4703-5p	mir-4703/5p
hsa-mir-4703	hsa-miR-4703-3p	mir-4703/3p
hsa-mir-4704	hsa-miR-4704-5p	mir-4704/5p
hsa-mir-4704	hsa-miR-4704-3p	mir-4704/3p
hsa-mir-4705	hsa-miR-4705	mir-4705/4705
hsa-mir-4706	hsa-miR-4706	mir-4706/4706
hsa-mir-4707	hsa-miR-4707-5p	mir-4707/5p
hsa-mir-4707	hsa-miR-4707-3p	mir-4707/3p
hsa-mir-4708	hsa-miR-4708-5p	mir-4708/5p
hsa-mir-4708	hsa-miR-4708-3p	mir-4708/3p
hsa-mir-4709	hsa-miR-4709-5p	mir-4709/5p
hsa-mir-4709	hsa-miR-4709-3p	mir-4709/3p
hsa-mir-4710	hsa-miR-4710	mir-4710/4710
hsa-mir-4711	hsa-miR-4711-5p	mir-4711/5p
hsa-mir-4711	hsa-miR-4711-3p	mir-4711/3p
hsa-mir-4712	hsa-miR-4712-5p	mir-4712/5p
hsa-mir-4712	hsa-miR-4712-3p	mir-4712/3p
hsa-mir-4713	hsa-miR-4713-5p	mir-4713/5p
hsa-mir-4713	hsa-miR-4713-3p	mir-4713/3p
hsa-mir-4714	hsa-miR-4714-5p	mir-4714/5p
hsa-mir-4714	hsa-miR-4714-3p	mir-4714/3p
hsa-mir-4715	hsa-miR-4715-5p	mir-4715/5p
hsa-mir-4715	hsa-miR-4715-3p	mir-4715/3p
hsa-mir-4716	hsa-miR-4716-5p	mir-4716/5p
hsa-mir-4716	hsa-miR-4716-3p	mir-4716/3p
hsa-mir-4717	hsa-miR-4717-5p	mir-4717/5p
hsa-mir-4717	hsa-miR-4717-3p	mir-4717/3p
hsa-mir-4718	hsa-miR-4718	mir-4718/4718
hsa-mir-4719	hsa-miR-4719	mir-4719/4719
hsa-mir-4720	hsa-miR-4720-5p	mir-4720/5p
hsa-mir-4720	hsa-miR-4720-3p	mir-4720/3p
hsa-mir-4721	hsa-miR-4721	mir-4721/4721
hsa-mir-4722	hsa-miR-4722-5p	mir-4722/5p
hsa-mir-4722	hsa-miR-4722-3p	mir-4722/3p
hsa-mir-4723	hsa-miR-4723-5p	mir-4723/5p
hsa-mir-4723	hsa-miR-4723-3p	mir-4723/3p
hsa-mir-4724	hsa-miR-4724-5p	mir-4724/5p
hsa-mir-4724	hsa-miR-4724-3p	mir-4724/3p
hsa-mir-4725	hsa-miR-4725-5p	mir-4725/5p
hsa-mir-4725	hsa-miR-4725-3p	mir-4725/3p
hsa-mir-4726	hsa-miR-4726-5p	mir-4726/5p
hsa-mir-4726	hsa-miR-4726-3p	mir-4726/3p
hsa-mir-4727	hsa-miR-4727-5p	mir-4727/5p
hsa-mir-4727	hsa-miR-4727-3p	mir-4727/3p
hsa-mir-4728	hsa-miR-4728-5p	mir-4728/5p
hsa-mir-4728	hsa-miR-4728-3p	mir-4728/3p
hsa-mir-4729	hsa-miR-4729	mir-4729/4729
hsa-mir-4730	hsa-miR-4730	mir-4730/4730
hsa-mir-4731	hsa-miR-4731-5p	mir-4731/5p
hsa-mir-4731	hsa-miR-4731-3p	mir-4731/3p
hsa-mir-4732	hsa-miR-4732-5p	mir-4732/5p
hsa-mir-4732	hsa-miR-4732-3p	mir-4732/3p
hsa-mir-4733	hsa-miR-4733-5p	mir-4733/5p
hsa-mir-4733	hsa-miR-4733-3p	mir-4733/3p
hsa-mir-4734	hsa-miR-4734	mir-4734/4734
hsa-mir-4735	hsa-miR-4735-5p	mir-4735/5p
hsa-mir-4735	hsa-miR-4735-3p	mir-4735/3p
hsa-mir-4736	hsa-miR-4736	mir-4736/4736
hsa-mir-4737	hsa-miR-4737	mir-4737/4737
hsa-mir-4738	hsa-miR-4738-5p	mir-4738/5p
hsa-mir-4738	hsa-miR-4738-3p	mir-4738/3p
hsa-mir-4739	hsa-miR-4739	mir-4739/4739
hsa-mir-4740	hsa-miR-4740-5p	mir-4740/5p
hsa-mir-4740	hsa-miR-4740-3p	mir-4740/3p
hsa-mir-4741	hsa-miR-4741	mir-4741/4741
hsa-mir-4742	hsa-miR-4742-5p	mir-4742/5p
hsa-mir-4742	hsa-miR-4742-3p	mir-4742/3p
hsa-mir-4743	hsa-miR-4743	mir-4743/4743
hsa-mir-4744	hsa-miR-4744	mir-4744/4744
hsa-mir-4745	hsa-miR-4745-5p	mir-4745/5p
hsa-mir-4745	hsa-miR-4745-3p	mir-4745/3p
hsa-mir-4746	hsa-miR-4746-5p	mir-4746/5p
hsa-mir-4746	hsa-miR-4746-3p	mir-4746/3p
hsa-mir-4747	hsa-miR-4747-5p	mir-4747/5p
hsa-mir-4747	hsa-miR-4747-3p	mir-4747/3p
hsa-mir-4748	hsa-miR-4748	mir-4748/4748
hsa-mir-4749	hsa-miR-4749-5p	mir-4749/5p
hsa-mir-4749	hsa-miR-4749-3p	mir-4749/3p
hsa-mir-4750	hsa-miR-4750	mir-4750/4750
hsa-mir-4751	hsa-miR-4751	mir-4751/4751
hsa-mir-4752	hsa-miR-4752	mir-4752/4752
hsa-mir-4753	hsa-miR-4753-5p	mir-4753/5p
hsa-mir-4753	hsa-miR-4753-3p	mir-4753/3p
hsa-mir-4754	hsa-miR-4754	mir-4754/4754
hsa-mir-4755	hsa-miR-4755-5p	mir-4755/5p
hsa-mir-4755	hsa-miR-4755-3p	mir-4755/3p
hsa-mir-4756	hsa-miR-4756-5p	mir-4756/5p
hsa-mir-4756	hsa-miR-4756-3p	mir-4756/3p
hsa-mir-4757	hsa-miR-4757-5p	mir-4757/5p
hsa-mir-4757	hsa-miR-4757-3p	mir-4757/3p
hsa-mir-4758	hsa-miR-4758-5p	mir-4758/5p
hsa-mir-4758	hsa-miR-4758-3p	mir-4758/3p
hsa-mir-4759	hsa-miR-4759	mir-4759/4759
hsa-mir-4760	hsa-miR-4760-5p	mir-4760/5p
hsa-mir-4760	hsa-miR-4760-3p	mir-4760/3p
hsa-mir-4761	hsa-miR-4761-5p	mir-4761/5p
hsa-mir-4761	hsa-miR-4761-3p	mir-4761/3p
hsa-mir-4762	hsa-miR-4762-5p	mir-4762/5p
hsa-mir-4762	hsa-miR-4762-3p	mir-4762/3p
hsa-mir-4763	hsa-miR-4763-5p	mir-4763/5p
hsa-mir-4763	hsa-miR-4763-3p	mir-4763/3p
hsa-mir-4764	hsa-miR-4764-5p	mir-4764/5p
